id,comment,graphics,matchmaking,store & microtransactions,technical_issue,mechanics,developer_support,event,community,hero_design,difficulty,timestamp,version,normalized,svm,phobert,qwen
831,Game trừ rất nhiều uy tín tôi chỉ chs chúng một tài khoản cùng thằng bạn và sau khi tôi bị trừ uy tín do đăng nhập quá nhiều tài khoản cùng một lúc nên bị trừ trong luật thì chỉ bị trừ 3-5 uy mà game trừ hẳn 20 uy tín nói tóm lại game trừ quá nhiều yêu cầu game bồi thường tên : tta_pro@.@,0,0,0,0,2,1,0,0,0,0,2025-05-31 19:46:50,1.56.1.6,game trừ rất nhiều uy tín tôi chỉ chơi chúng một tài khoản cùng thằng bạn và sau khi tôi bị trừ uy tín do đăng nhập quá nhiều tài khoản cùng một lúc nên bị trừ trong luật thì chỉ bị trừ 3 5 uy mà game trừ hẳn 20 uy tín nói tóm lại game trừ quá nhiều yêu cầu game bồi thường tên tta_pro .,game trừ rất nhiều uy_tín tôi chỉ chơi chúng một tài_khoản cùng thằng bạn và sau khi tôi bị trừ uy_tín do đăng_nhập quá nhiều tài_khoản cùng một lúc nên bị trừ trong luật thì chỉ bị trừ <NUM> <NUM> uy mà game trừ hẳn <NUM> uy_tín nói tóm_lại game trừ quá nhiều yêu_cầu game bồi_thường tên tta_pro,game trừ rất nhiều uy_tín tôi chỉ chơi chúng một tài_khoản cùng thằng bạn và sau khi tôi bị trừ uy_tín do đăng_nhập quá nhiều tài_khoản cùng một lúc nên bị trừ trong luật thì chỉ bị trừ 3 5 uy mà game_trừ hẳn 20 uy_tín nói tóm_lại game_trừ quá nhiều yêu_cầu game bồi_thường tên tta_pro .,game trừ rất nhiều uy tín tôi chỉ chơi chúng một tài khoản cùng thằng bạn và sau khi tôi bị trừ uy tín do đăng nhập quá nhiều tài khoản cùng một lúc nên bị trừ trong luật thì chỉ bị trừ 3 5 uy mà game trừ hẳn 20 uy tín nói tóm lại game trừ quá nhiều yêu cầu game bồi thường tên tta_pro .
832,toàn ghép gặp mấy đứa afk r phá game ụ á thường thì ko nói mà rank mới chịu,0,2,0,0,0,0,0,2,0,0,2025-05-21 21:09:10,1.57.1.2,toàn ghép trận gặp mấy đứa afk rồi phá game tệ hại thường thì không nói mà rank mới chịu,toàn ghép trận gặp mấy đứa afk rồi phá game tệ_hại thường thì không_nói mà rank mới chịu,toàn ghép trận gặp mấy đứa afk rồi phá game tệ_hại thường thì không nói mà rank mới chịu,toàn ghép trận gặp mấy đứa afk rồi phá game tệ hại thường thì không nói mà rank mới chịu
833,game quá sv,0,0,0,0,0,0,0,0,0,0,2025-05-13 22:47:10,1.58.1.2,game quá tệ hại,game quá tệ_hại,game quá tệ_hại,game quá tệ hại
834,biết tối ưu cho máy đời thấp k máy t tầm trung cận cao cấp vào trận lag bỏ mẹ mong nhà phát hành hủy bỏ cái tự động tải skin lagg quá tối ưu giùm t,1,0,0,2,0,2,0,0,0,0,2025-05-29 10:45:05,1.58.1.2,biết tối ưu cho máy đời thấp không máy tôi tầm trung cận cao cấp vào trận lag vô cùng mong nhà phát hành hủy bỏ cái tự động tải skin lag quá tối ưu giùm tôi,biết tối_ưu cho máy đời thấp không_máy tôi tầm trung cận cao_cấp vào trận lag vô_cùng mong nhà phát_hành_hủy bỏ cái tự_động tải skin lag quá tối_ưu giùm tôi,biết tối_ưu cho máy đời thấp không máy tôi tầm trung_cận cao_cấp vào trận lag vô_cùng mong nhà phát_hành hủy bỏ cái tự_động tải skin lag quá tối_ưu giùm tôi,biết tối ưu cho máy đời thấp không máy tôi tầm trung cận cao cấp vào trận lag vô cùng mong nhà phát hành hủy bỏ cái tự động tải skin lag quá tối ưu giùm tôi
835,trừ uy tín afk j mà trừ tận 8 điểm mà một ngày cày đc có 3 điểm uy tín,0,0,0,0,2,0,0,0,0,0,2025-05-29 00:43:32,unknown,trừ uy tín afk gì mà trừ tận 8 điểm mà một ngày cày được có 3 điểm uy tín,trừ uy_tín afk gì mà trừ tận <NUM> điểm mà một ngày cày được có <NUM> điểm uy_tín,trừ uy_tín_afk gì mà trừ tận 8 điểm mà một ngày cày được có 3 điểm uy_tín,trừ uy tín afk gì mà trừ tận 8 điểm mà một ngày cày được có 3 điểm uy tín
836,cực kì lag thì leo rank kiểu gì,0,0,0,2,0,0,0,0,0,0,2025-05-26 22:15:35,unknown,cực kì lag thì leo rank kiểu gì,cực_kì lag thì leo rank kiểu gì,cực kì_lag thì leo rank kiểu gì,cực kì lag thì leo rank kiểu gì
837,tố cáo chả có td loz j cả ??,0,0,0,0,2,2,0,0,0,0,2025-05-28 22:54:47,1.58.1.2,tố cáo chả có tác dụng vô cùng gì cả ??,tố_cáo chả_có tác_dụng vô_cùng gì cả,tố_cáo chả có tác_dụng vô_cùng gì cả ? ?,tố cáo chả có tác dụng vô cùng gì cả ??
838,game rẻ rách,0,0,0,0,0,0,0,0,0,0,2025-05-24 00:02:41,1.58.1.2,game tệ hại,game tệ_hại,game tệ_hại,game tệ hại
839,rác thải,0,0,0,0,0,0,0,0,0,0,2025-05-25 13:47:19,1.58.1.2,tệ hại,tệ_hại,tệ_hại,tệ hại
840,đánh giá 1 sao vì còn tình trạng hack.,0,0,0,0,0,0,0,2,0,0,2025-05-12 17:35:55,1.58.1.2,đánh giá 1 sao vì còn tình trạng hack.,đánh_giá <NUM> sao vì còn tình_trạng hack,đánh_giá 1 sao vì còn tình_trạng hack .,đánh giá 1 sao vì còn tình trạng hack.
841,đang chs mạng khoẻ tự nhiên bắt kết nối lại.kết nối xong chs xong trận bị trừ uy tín + ko đc sao,0,0,0,2,2,0,0,0,0,0,2025-05-30 11:05:29,unknown,đang chơi mạng khỏe tự nhiên bắt kết nối lại.kết nối xong chơi xong trận bị trừ uy tín không được sao,đang chơi mạng khỏe tự_nhiên bắt kết_nối lại kết_nối xong chơi xong trận bị trừ uy_tín không_được sao,đang chơi mạng khỏe tự_nhiên bắt_kết_nối lại . kết_nối xong chơi xong trận bị trừ uy_tín không được sao,đang chơi mạng khỏe tự nhiên bắt kết nối lại.kết nối xong chơi xong trận bị trừ uy tín không được sao
842,"game như hạch. thứ nhất hạn chế chat, thứ 2 xử lý những thành phần phá game còn qua loa ảnh hưởng lớn đến những người muốn trải nghiệm game và gây ức chế.",0,0,0,0,0,2,0,2,0,0,2025-05-09 08:32:08,1.58.1.2,"game tệ hại. thứ nhất hạn chế chat, thứ 2 xử lý những thành phần phá game còn qua loa ảnh hưởng lớn đến những người muốn trải nghiệm game và gây ức chế.",game tệ_hại thứ nhất hạn_chế chat thứ <NUM> xử_lý những thành_phần phá game còn qua_loa ảnh_hưởng lớn đến những người muốn trải nghiệm game và gây ức_chế,"game tệ_hại . thứ nhất hạn_chế chat , thứ 2 xử_lý những thành_phần phá game còn qua_loa ảnh_hưởng lớn đến những người muốn trải_nghiệm game và gây ức_chế .","game tệ hại. thứ nhất hạn chế chat, thứ 2 xử lý những thành phần phá game còn qua loa ảnh hưởng lớn đến những người muốn trải nghiệm game và gây ức chế."
843,"người ta đã đặt mật khẩu mới và nhớ nhập đúng với cái mật khẩu đã đặt mà k được, bấm vào quên mật khẩu nhập email ra thì cũng k gửi mã tới email luôn thế là bay luôn cái acc, chán garena thật sự",0,0,0,2,0,2,0,0,0,0,2025-05-07 05:48:30,1.58.1.2,"người ta đã đặt mật khẩu mới và nhớ nhập đúng với cái mật khẩu đã đặt mà không được, bấm vào quên mật khẩu nhập email ra thì cũng không gửi mã tới email luôn thế là bay luôn cái tài khoản, chán garena thật sự",người_ta đã đặt mật_khẩu mới và nhớ nhập đúng với cái mật_khẩu đã đặt mà không_được bấm vào quên mật_khẩu nhập email ra thì cũng không_gửi mã tới email luôn thế_là bay luôn cái tài_khoản chán garena thật_sự,"người ta đã đặt mật_khẩu mới và nhớ nhập đúng với cái mật_khẩu đã đặt mà không được , bấm vào quên mật_khẩu nhập email ra thì cũng không gửi mã tới email luôn thế_là bay luôn cái tài_khoản , chán_garena thật_sự","người ta đã đặt mật khẩu mới và nhớ nhập đúng với cái mật khẩu đã đặt mà không được, bấm vào quên mật khẩu nhập email ra thì cũng không gửi mã tới email luôn thế là bay luôn cái tài khoản, chán garena thật sự"
844,toàn phá game game rác ko nên chs,0,0,0,0,0,0,0,2,0,0,2025-05-02 08:07:17,1.57.1.2,toàn phá game game tệ hại không nên chơi,toàn phá game game tệ_hại không_nên chơi,toàn phá game game tệ_hại không nên chơi,toàn phá game game tệ hại không nên chơi
845,game như l chơi toàn gặp toxic phá game tô cáo thì ko bị gì,0,0,0,0,2,2,0,2,0,0,2025-05-03 08:30:14,1.58.1.2,game tệ hại chơi toàn gặp toxic phá game tố cáo thì không bị gì,game tệ_hại chơi toàn gặp toxic phá game tố_cáo thì không_bị gì,game tệ_hại chơi toàn gặp toxic phá game tố_cáo thì không bị gì,game tệ hại chơi toàn gặp toxic phá game tố cáo thì không bị gì
846,chắc là đth t quá lag,0,0,0,2,0,0,0,0,0,0,2025-05-13 17:02:53,1.58.1.2,chắc là điện thoại tôi quá lag,chắc là điện_thoại tôi quá lag,chắc là điện_thoại tôi quá lag,chắc là điện thoại tôi quá lag
847,ghép lệch trình kinh khủng vs các vấn đề log acc buff bẩn hack tràn lan khuyên mn tải game khác,0,2,0,2,0,0,0,0,0,0,2025-05-11 00:52:50,1.51.1.2,ghép lệch trình kinh khủng với các vấn đề log tài khoản buff bẩn hack tràn lan khuyên mọi người tải game khác,ghép lệch trình kinh_khủng với các vấn_đề log tài_khoản buff bẩn hack tràn_lan khuyên mọi người tải game khác,ghép lệch trình kinh_khủng với các vấn_đề log tài_khoản buff bẩn hack tràn_lan khuyên mọi người tải game khác,ghép lệch trình kinh khủng với các vấn đề log tài khoản buff bẩn hack tràn lan khuyên mọi người tải game khác
848,"chơi game gặp mấy thành phần chơi không lại team địch rồi quay ra chửi đồng đội, yêu cầu lọc và khoá mõm tụi SV đó",0,0,0,0,0,1,0,2,0,0,2025-05-17 13:47:42,1.58.1.2,"chơi game gặp mấy thành phần chơi không lại team địch rồi quay ra chửi đồng đội, yêu cầu lọc và khóa mõm tụi tệ hại đó",chơi game gặp mấy thành_phần chơi không_lại team địch rồi quay ra chửi đồng_đội yêu_cầu lọc và khóa mõm tụi tệ_hại đó,"chơi game gặp mấy thành_phần chơi không lại team địch rồi quay ra chửi đồng_đội , yêu_cầu lọc và khóa mõm tụi tệ_hại đó","chơi game gặp mấy thành phần chơi không lại team địch rồi quay ra chửi đồng đội, yêu cầu lọc và khóa mõm tụi tệ hại đó"
849,game tố cáo linh tinh không cố ý cũng bị tố cáo xử đúng trừ uy tín :),0,0,0,0,2,0,0,0,0,0,2025-05-08 00:08:38,1.58.1.2,game tố cáo linh tinh không cố ý cũng bị tố cáo xử đúng trừ uy tín,game tố_cáo linh_tinh không_cố_ý cũng bị tố_cáo xử đúng trừ uy_tín,game tố_cáo linh_tinh không cố_ý cũng bị tố_cáo xử đúng trừ uy_tín,game tố cáo linh tinh không cố ý cũng bị tố cáo xử đúng trừ uy tín
850,ghép taem đúng nản,0,2,0,0,0,0,0,0,0,0,2025-05-13 22:18:59,1.58.1.2,ghép trận đúng nản,ghép trận đúng nản,ghép trận đúng nản,ghép trận đúng nản
851,"game này là rát nghe mọi người, chơi lag kinh khủng",0,0,0,2,0,0,0,0,0,0,2025-05-04 17:34:35,1.58.1.2,"game này là tệ hại nghe mọi người, chơi lag kinh khủng",game này là tệ_hại nghe mọi người chơi lag kinh_khủng,"game này là tệ_hại nghe mọi người , chơi lag kinh_khủng","game này là tệ hại nghe mọi người, chơi lag kinh khủng"
852,"game qq gì hệ thống tố cáo nguu thì thôi nhé luôn, hack buff bẩn phá game thì k ban, bị spam cái ban, chịu",0,0,0,0,2,2,0,0,0,0,2025-05-30 00:39:45,1.58.1.2,"game tệ hại gì hệ thống tố cáo tệ hại thì thôi nhé luôn, hack buff bẩn phá game thì không ban, bị spam cái ban, chịu",game tệ_hại gì hệ_thống tố_cáo tệ_hại thì thôi nhé luôn hack buff bẩn phá game thì không_ban bị spam cái ban chịu,"game tệ_hại gì hệ_thống tố_cáo tệ_hại thì thôi nhé luôn , hack buff bẩn phá game thì không ban , bị spam cái ban , chịu","game tệ hại gì hệ thống tố cáo tệ hại thì thôi nhé luôn, hack buff bẩn phá game thì không ban, bị spam cái ban, chịu"
853,Xếp game nguu,0,2,0,0,0,0,0,0,0,0,2025-05-31 01:56:33,unknown,xếp hạng game tệ hại,xếp_hạng game tệ_hại,xếp_hạng game tệ_hại,xếp hạng game tệ hại
854,chơi thua hoài,0,0,0,0,0,0,0,0,0,2,2025-05-03 13:49:28,1.58.1.2,chơi thua hoài,chơi thua hoài,chơi thua hoài,chơi thua hoài
855,game không bao giờ cho bên đỏ wi,0,0,0,0,2,0,0,0,0,0,2025-05-15 20:20:24,1.58.1.2,game không bao giờ cho bên đỏ win,game không_bao_giờ cho bên đỏ win,game không bao_giờ cho bên đỏ win,game không bao giờ cho bên đỏ win
856,nó lag ko tả nỗi mỗi lần chơi là thua đánh 15 trận gặp hack map 14 trận còn mấy thằng trẻ trâu phá game afk nói chung game như chó,0,2,0,2,0,0,0,2,0,0,2025-05-31 09:20:16,1.58.1.2,nó lag không tả nổi mỗi lần chơi là thua đánh 15 trận gặp hack map 14 trận còn mấy thằng trẻ trâu phá game afk nói chung game tệ hại,nó lag không_tả nổi mỗi lần chơi là thua đánh <NUM> trận gặp hack map <NUM> trận còn mấy thằng trẻ trâu phá game afk nói_chung game tệ_hại,nó lag không tả nổi mỗi lần chơi là thua đánh 15 trận gặp hack map 14 trận còn mấy thằng trẻ trâu phá game afk nói_chung game tệ_hại,nó lag không tả nổi mỗi lần chơi là thua đánh 15 trận gặp hack map 14 trận còn mấy thằng trẻ trâu phá game afk nói chung game tệ hại
857,game chó siêu lag phải ngồi ngay cục wifi mới chơi đc😮‍💨😮‍💨😮‍💨,0,0,0,2,0,0,0,0,0,0,2025-05-16 18:40:09,1.58.1.2,game tệ hại siêu lag phải ngồi ngay cục wifi mới chơi được,game tệ_hại siêu lag phải ngồi ngay cục wifi mới chơi được,game tệ_hại siêu_lag phải ngồi ngay cục wifi mới chơi được,game tệ hại siêu lag phải ngồi ngay cục wifi mới chơi được
858,game ko hay nên sập sớm đi 🤢🤢,0,0,0,0,0,0,0,0,0,0,2025-05-25 22:42:37,unknown,game không hay nên sập sớm đi,game không_hay nên sập sớm đi,game không hay nên sập sớm đi,game không hay nên sập sớm đi
859,Hệ thống ghép trận như cặc,0,2,0,0,0,0,0,0,0,0,2025-05-18 23:52:19,1.58.1.2,hệ thống ghép trận tệ hại,hệ_thống ghép trận tệ_hại,hệ_thống ghép trận tệ_hại,hệ thống ghép trận tệ hại
860,đừng sửa lauriel,0,0,0,0,1,1,0,0,1,0,2025-05-14 22:12:08,1.58.1.2,đừng sửa lauriel,đừng sửa lauriel,đừng sửa lauriel,đừng sửa lauriel
861,cakk gem,0,0,0,0,0,0,0,0,0,0,2025-05-15 10:12:00,1.58.1.2,tệ hại game,tệ_hại game,tệ_hại game,tệ hại game
862,tải là xong xài Hayate thì bảo là vip để chơi là sao,0,0,2,0,0,0,0,0,1,0,2025-05-01 21:39:19,1.58.1.2,tải là xong xài hayate thì bảo là vip để chơi là sao,tải là xong xài hayate thì bảo là vip để chơi là sao,tải là xong xài hayate thì bảo là vip để chơi là sao,tải là xong xài hayate thì bảo là vip để chơi là sao
